Product,Category,Unit_Price,Quantity,Discount,Total_Price
Riesling,Alcoholic Beverages,4.32,14,0.0,60.48
Hohes C Orange,Juices,1.86,12,0.0,22.32
Merlot,Alcoholic Beverages,4.35,3,0.0,13.05
San Pellegrino,Water,0.91,12,0.0,10.92
Merlot,Alcoholic Beverages,4.22,15,0.0,63.3
Apollinaris,Water,0.96,12,0.0,11.52
Vio Wasser,Water,1.58,34,0.05,51.03
Volvic,Water,0.58,15,0.0,8.7
Selters,Water,0.49,4,0.0,1.96
Cranberry Juice,Juices,3.46,9,0.0,31.14
Cranberry Juice,Juices,3.46,1,0.0,3.46
Apollinaris,Water,0.76,43,0.05,31.05
Coca-Cola,Soft Drinks,1.21,3,0.0,3.63
Chardonnay,Alcoholic Beverages,5.03,12,0.0,60.36
Mountain Dew,Soft Drinks,0.78,99,0.1,69.5
Rauch Multivitamin,Juices,2.45,9,0.0,22.05
Volvic,Water,0.58,14,0.0,8.12
San Pellegrino,Water,1.0,98,0.1,88.2
Veuve Clicquot,Alcoholic Beverages,112.46,12,0.0,1349.52
Volvic Touch,Water,1.35,48,0.05,61.56
Johnnie Walker,Alcoholic Beverages,37.69,12,0.0,452.28
Coca-Cola,Soft Drinks,1.04,1,0.0,1.04
Monster,Soft Drinks,2.88,48,0.1,124.42
Apollinaris,Water,0.99,10,0.0,9.9
Beck's,Alcoholic Beverages,1.51,13,0.0,19.63
Cranberry Juice,Juices,3.56,1,0.0,3.56
Kölsch,Alcoholic Beverages,0.96,9,0.0,8.64
Hohes C Orange,Juices,1.86,12,0.0,22.32
Vio Wasser,Water,1.66,2,0.0,3.32
Tomato Juice,Juices,3.06,62,0.05,180.23
Gerolsteiner,Water,1.01,12,0.0,12.12
Sprite,Soft Drinks,0.56,8,0.0,4.48
Sprite,Soft Drinks,1.26,50,0.05,59.85
Vittel,Water,0.62,8,0.0,4.96
Mezzo Mix,Soft Drinks,0.61,6,0.0,3.66
Passion Fruit Juice,Juices,2.93,13,0.0,38.09
Hohes C Orange,Juices,1.86,6,0.0,11.16
Vittel,Water,0.59,9,0.0,5.31
Fritz-Kola,Soft Drinks,2.05,12,0.0,24.6
Jack Daniels,Alcoholic Beverages,50.25,4,0.0,201.0
Club Mate,Soft Drinks,1.66,7,0.05,11.04
Rauch Multivitamin,Juices,2.45,8,0.0,19.6
Augustiner,Alcoholic Beverages,1.12,14,0.0,15.68
Beck's,Alcoholic Beverages,1.37,2,0.0,2.74
Beck's,Alcoholic Beverages,1.41,2,0.0,2.82
Cranberry Juice,Juices,3.35,63,0.15,179.39
Mango Juice,Juices,3.21,1,0.0,3.21
Volvic Touch,Water,1.46,12,0.0,17.52
Pepsi,Soft Drinks,1.03,87,0.05,85.13
Rauch Multivitamin,Juices,2.8,50,0.1,126.0
Vio Wasser,Water,1.61,10,0.0,16.1
Veuve Clicquot,Alcoholic Beverages,112.46,1,0.0,112.46
Coca-Cola,Soft Drinks,1.18,8,0.0,9.44
Selters,Water,0.35,18,0.05,5.98
Rockstar,Soft Drinks,2.21,2,0.0,4.42
Vittel,Water,0.59,14,0.0,8.26
Volvic,Water,0.57,5,0.0,2.85
Hohes C Orange,Juices,2.01,85,0.15,145.22
Volvic,Water,0.55,9,0.0,4.95
Rauch Multivitamin,Juices,3.04,14,0.05,40.43
Fanta,Soft Drinks,1.19,3,0.0,3.57
Rotkäppchen Sekt,Alcoholic Beverages,8.05,7,0.0,56.35
Chardonnay,Alcoholic Beverages,4.88,13,0.0,63.44
Vio Wasser,Water,1.71,12,0.0,20.52
Krombacher,Alcoholic Beverages,1.63,3,0.0,4.89
San Pellegrino,Water,0.89,2,0.0,1.78
Augustiner,Alcoholic Beverages,1.09,15,0.0,16.35
Vio Wasser,Water,1.61,15,0.0,24.15
Johnnie Walker,Alcoholic Beverages,51.9,69,0.15,3043.94
Selters,Water,0.46,1,0.0,0.46
Schwip Schwap,Soft Drinks,1.24,1,0.0,1.24
Krombacher,Alcoholic Beverages,1.63,2,0.0,3.26
Fanta,Soft Drinks,1.19,8,0.0,9.52
Evian,Water,1.31,8,0.0,10.48
Fritz-Kola,Soft Drinks,1.99,1,0.0,1.99
Havana Club,Alcoholic Beverages,13.35,15,0.0,200.25
Chardonnay,Alcoholic Beverages,12.84,93,0.1,1074.71
Kölsch,Alcoholic Beverages,0.93,1,0.0,0.93
Vio Wasser,Water,1.71,4,0.0,6.84
Bacardi,Alcoholic Beverages,13.44,3,0.0,40.32
Gerolsteiner,Water,0.59,65,0.05,36.43
Jever,Alcoholic Beverages,1.94,13,0.0,25.22
Gerolsteiner,Water,1.01,7,0.0,7.07
Passion Fruit Juice,Juices,3.8,2,0.05,7.22
Rockstar,Soft Drinks,2.61,28,0.05,69.43
Granini Apple,Juices,1.77,80,0.1,127.44
Red Bull,Soft Drinks,2.75,72,0.05,188.1
Coca-Cola,Soft Drinks,1.1,6,0.0,6.6
Hohes C Orange,Juices,1.75,6,0.0,10.5
Apollinaris,Water,0.96,13,0.0,12.48
Gerolsteiner,Water,0.68,6,0.05,3.88
Erdinger Weißbier,Alcoholic Beverages,2.04,8,0.0,16.32
Coca-Cola,Soft Drinks,1.1,8,0.0,8.8
Vittel,Water,0.62,14,0.0,8.68
Fritz-Kola,Soft Drinks,1.83,22,0.05,38.25
Vittel,Water,0.53,72,0.1,34.34
Volvic,Water,0.58,8,0.0,4.64
Mango Juice,Juices,3.12,4,0.0,12.48
Evian,Water,1.23,5,0.0,6.15
Gerolsteiner,Water,1.41,93,0.15,111.46
Pepsi,Soft Drinks,1.58,5,0.0,7.9
Augustiner,Alcoholic Beverages,1.16,1,0.0,1.16
Sprite,Soft Drinks,0.55,5,0.0,2.75
Mango Juice,Juices,2.52,67,0.05,160.4
Tanqueray,Alcoholic Beverages,18.77,25,0.05,445.79
Selters,Water,0.46,11,0.0,5.06
Jever,Alcoholic Beverages,1.88,13,0.0,24.44
Vittel,Water,0.64,6,0.0,3.84
Cranberry Juice,Juices,3.67,5,0.0,18.35
Sprite,Soft Drinks,0.56,5,0.0,2.8
San Pellegrino,Water,0.8,1,0.05,0.76
Evian,Water,1.72,3,0.05,4.9
Cranberry Juice,Juices,3.46,5,0.0,17.3
Evian,Water,1.26,1,0.0,1.26
Augustiner,Alcoholic Beverages,1.16,8,0.0,9.28
Granini Apple,Juices,1.69,4,0.0,6.76
Kölsch,Alcoholic Beverages,0.96,13,0.0,12.48
Vittel,Water,0.59,8,0.0,4.72
Passion Fruit Juice,Juices,3.02,9,0.0,27.18
Kölsch,Alcoholic Beverages,0.93,10,0.0,9.3
Schwip Schwap,Soft Drinks,0.87,1,0.05,0.83
Sprite,Soft Drinks,1.54,47,0.1,65.14
Tomato Juice,Juices,3.33,3,0.0,9.99
Hohes C Orange,Juices,1.8,2,0.0,3.6
Johnnie Walker,Alcoholic Beverages,37.69,15,0.0,565.35
Mezzo Mix,Soft Drinks,0.63,8,0.0,5.04
Schwip Schwap,Soft Drinks,1.08,96,0.1,93.31
Vittel,Water,0.68,15,0.05,9.69
Pepsi,Soft Drinks,0.71,69,0.05,46.54
Chardonnay,Alcoholic Beverages,11.87,61,0.1,651.66
Volvic,Water,0.55,15,0.0,8.25
Warsteiner,Alcoholic Beverages,1.13,4,0.05,4.29
Cranberry Juice,Juices,2.75,31,0.05,80.99
Vio Wasser,Water,1.71,15,0.0,25.65
San Pellegrino,Water,0.89,8,0.0,7.12
Jack Daniels,Alcoholic Beverages,48.79,4,0.0,195.16
Evian,Water,0.72,36,0.15,22.03
Cranberry Juice,Juices,3.56,4,0.0,14.24
Tomato Juice,Juices,3.23,14,0.0,45.22
Tomato Juice,Juices,3.33,14,0.0,46.62
Cranberry Juice,Juices,2.21,21,0.05,44.09
Erdinger Weißbier,Alcoholic Beverages,1.15,50,0.05,54.62
Jever,Alcoholic Beverages,1.99,7,0.0,13.93
Cranberry Juice,Juices,3.46,7,0.0,24.22
Mountain Dew,Soft Drinks,0.96,10,0.0,9.6
Schwip Schwap,Soft Drinks,1.2,12,0.0,14.4
Passion Fruit Juice,Juices,3.11,12,0.0,37.32
Schwip Schwap,Soft Drinks,0.94,47,0.1,39.76
Chardonnay,Alcoholic Beverages,4.88,12,0.0,58.56
Hohes C Orange,Juices,1.8,6,0.0,10.8
Gerolsteiner,Water,0.94,62,0.1,52.45
Vio Wasser,Water,1.17,60,0.05,66.69
Fanta,Soft Drinks,1.16,10,0.0,11.6
Rockstar,Soft Drinks,2.74,100,0.1,246.6
Cranberry Juice,Juices,2.98,15,0.1,40.23
Mango Juice,Juices,3.12,1,0.0,3.12
Evian,Water,1.23,7,0.0,8.61
Sauvignon Blanc,Alcoholic Beverages,9.09,10,0.0,90.9
Erdinger Weißbier,Alcoholic Beverages,2.11,13,0.0,27.43
Pepsi,Soft Drinks,1.32,86,0.15,96.49
Rockstar,Soft Drinks,2.21,3,0.0,6.63
Schwip Schwap,Soft Drinks,1.2,11,0.0,13.2
Passion Fruit Juice,Juices,4.55,69,0.15,266.86
Fritz-Kola,Soft Drinks,2.48,72,0.15,151.78
Schwip Schwap,Soft Drinks,1.0,73,0.1,65.7
Vittel,Water,0.58,4,0.0,2.32
Vio Wasser,Water,1.71,13,0.0,22.23
Monster,Soft Drinks,3.21,11,0.0,35.31
Sauvignon Blanc,Alcoholic Beverages,8.83,8,0.0,70.64
Apollinaris,Water,0.35,56,0.1,17.64
Mango Juice,Juices,2.26,34,0.05,73.0
Sauvignon Blanc,Alcoholic Beverages,8.83,1,0.0,8.83
Monster,Soft Drinks,2.51,19,0.1,42.92
Riesling,Alcoholic Beverages,4.19,2,0.0,8.38
Cranberry Juice,Juices,3.67,9,0.0,33.03
Kölsch,Alcoholic Beverages,0.99,3,0.0,2.97
Fritz-Kola,Soft Drinks,1.99,10,0.0,19.9
Warsteiner,Alcoholic Beverages,1.05,12,0.0,12.6
Cranberry Juice,Juices,2.53,36,0.05,86.53
Sprite,Soft Drinks,1.26,94,0.15,100.67
Red Bull,Soft Drinks,2.35,3,0.0,7.05
Merlot,Alcoholic Beverages,4.35,7,0.0,30.45
Rockstar,Soft Drinks,2.27,11,0.0,24.97
Monster,Soft Drinks,2.28,11,0.05,23.83
Coca-Cola,Soft Drinks,0.68,31,0.05,20.03
Beck's,Alcoholic Beverages,1.58,22,0.05,33.02
Johnnie Walker,Alcoholic Beverages,35.52,5,0.0,177.6
Hohes C Orange,Juices,2.07,57,0.1,106.19
Volvic Touch,Water,1.42,8,0.0,11.36
Chardonnay,Alcoholic Beverages,4.74,12,0.0,56.88
Granini Apple,Juices,1.69,6,0.0,10.14
Pepsi,Soft Drinks,1.74,8,0.0,13.92
Granini Apple,Juices,1.59,2,0.0,3.18
Beck's,Alcoholic Beverages,1.51,2,0.0,3.02
Sprite,Soft Drinks,0.53,14,0.0,7.42
Volvic Touch,Water,1.38,13,0.0,17.94
Merlot,Alcoholic Beverages,12.15,4,0.1,43.74
Club Mate,Soft Drinks,2.78,85,0.1,212.67
Schwip Schwap,Soft Drinks,1.24,5,0.0,6.2
Erdinger Weißbier,Alcoholic Beverages,2.18,1,0.0,2.18
Gerolsteiner,Water,1.01,2,0.0,2.02
Selters,Water,0.49,3,0.0,1.47
Hohes C Orange,Juices,1.54,18,0.05,26.33
Kölsch,Alcoholic Beverages,1.12,55,0.1,55.44
Club Mate,Soft Drinks,2.13,9,0.0,19.17
Warsteiner,Alcoholic Beverages,1.05,14,0.0,14.7
Veuve Clicquot,Alcoholic Beverages,112.46,7,0.0,787.22
Apollinaris,Water,0.96,6,0.0,5.76
Apollinaris,Water,0.99,5,0.0,4.95
Cranberry Juice,Juices,3.67,9,0.0,33.03
Vio Wasser,Water,1.61,2,0.0,3.22
Erdinger Weißbier,Alcoholic Beverages,1.2,18,0.05,20.52
Mango Juice,Juices,3.31,10,0.0,33.1
Beck's,Alcoholic Beverages,1.5,90,0.1,121.5
Cranberry Juice,Juices,3.47,34,0.1,106.18
Erdinger Weißbier,Alcoholic Beverages,3.42,26,0.1,80.03
Volvic,Water,0.58,15,0.0,8.7
Granini Apple,Juices,1.64,2,0.0,3.28
Monster,Soft Drinks,3.31,10,0.0,33.1
Mezzo Mix,Soft Drinks,0.61,15,0.0,9.15
Schwip Schwap,Soft Drinks,1.01,11,0.05,10.55
Passion Fruit Juice,Juices,2.93,14,0.0,41.02
Apollinaris,Water,0.96,14,0.0,13.44
Rauch Multivitamin,Juices,2.45,10,0.0,24.5
Granini Apple,Juices,1.69,1,0.0,1.69
Mango Juice,Juices,3.31,15,0.0,49.65
Augustiner,Alcoholic Beverages,1.16,8,0.0,9.28
Mango Juice,Juices,3.31,2,0.0,6.62
Havana Club,Alcoholic Beverages,12.58,6,0.0,75.48
Rauch Multivitamin,Juices,2.38,1,0.0,2.38
Krombacher,Alcoholic Beverages,1.63,10,0.0,16.3
Pepsi,Soft Drinks,0.61,15,0.05,8.69
Monster,Soft Drinks,3.12,5,0.0,15.6
Vittel,Water,0.64,3,0.0,1.92
Granini Apple,Juices,1.84,92,0.15,143.89
Cranberry Juice,Juices,3.56,2,0.0,7.12
Evian,Water,1.31,12,0.0,15.72
Granini Apple,Juices,1.64,2,0.0,3.28
Passion Fruit Juice,Juices,3.02,13,0.0,39.26
Red Bull,Soft Drinks,4.06,87,0.1,317.9
Volvic Touch,Water,1.46,13,0.0,18.98
Volvic Touch,Water,1.46,4,0.0,5.84
Mango Juice,Juices,3.6,59,0.1,191.16
San Pellegrino,Water,0.86,2,0.0,1.72
Evian,Water,1.05,59,0.1,55.76
Erdinger Weißbier,Alcoholic Beverages,2.14,36,0.05,73.19
Mountain Dew,Soft Drinks,1.28,59,0.1,67.97
Granini Apple,Juices,2.46,26,0.05,60.76
Johnnie Walker,Alcoholic Beverages,37.69,1,0.0,37.69
San Pellegrino,Water,0.89,4,0.0,3.56
Pepsi,Soft Drinks,1.22,53,0.05,61.43
Beck's,Alcoholic Beverages,1.33,3,0.0,3.99
Apollinaris,Water,0.99,3,0.0,2.97
Fritz-Kola,Soft Drinks,2.12,4,0.0,8.48
Vio Wasser,Water,1.04,25,0.05,24.7
Mezzo Mix,Soft Drinks,0.59,13,0.0,7.67
Club Mate,Soft Drinks,2.04,45,0.05,87.21
Sprite,Soft Drinks,0.65,22,0.05,13.58
Krombacher,Alcoholic Beverages,1.59,3,0.0,4.77
Volvic,Water,0.82,44,0.05,34.28
Chardonnay,Alcoholic Beverages,4.74,15,0.0,71.1
Tanqueray,Alcoholic Beverages,34.61,5,0.0,173.05
Tomato Juice,Juices,2.61,45,0.05,111.58
Sauvignon Blanc,Alcoholic Beverages,11.49,82,0.05,895.07
Vittel,Water,0.59,8,0.0,4.72
San Pellegrino,Water,0.89,11,0.0,9.79
Fritz-Kola,Soft Drinks,1.99,12,0.0,23.88
Volvic Touch,Water,2.16,71,0.15,130.36
Granini Apple,Juices,1.69,12,0.0,20.28
Tomato Juice,Juices,3.23,14,0.0,45.22
Granini Apple,Juices,1.59,5,0.0,7.95
Mezzo Mix,Soft Drinks,0.59,10,0.0,5.9
Sprite,Soft Drinks,0.53,10,0.0,5.3
Vittel,Water,0.65,1,0.0,0.65
Sprite,Soft Drinks,0.55,9,0.0,4.95
Tomato Juice,Juices,3.33,13,0.0,43.29
Havana Club,Alcoholic Beverages,39.15,91,0.1,3206.38
Beck's,Alcoholic Beverages,1.41,10,0.0,14.1
Gerolsteiner,Water,1.01,1,0.0,1.01
Tomato Juice,Juices,3.43,10,0.0,34.3
Jack Daniels,Alcoholic Beverages,51.76,3,0.0,155.28
Erdinger Weißbier,Alcoholic Beverages,2.24,15,0.0,33.6
Mezzo Mix,Soft Drinks,0.63,13,0.0,8.19
Schwip Schwap,Soft Drinks,1.24,11,0.0,13.64
Cranberry Juice,Juices,3.7,97,0.1,323.01
Red Bull,Soft Drinks,2.35,2,0.0,4.7
Jever,Alcoholic Beverages,1.94,8,0.0,15.52
Fanta,Soft Drinks,1.16,8,0.0,9.28
Rotkäppchen Sekt,Alcoholic Beverages,8.54,11,0.0,93.94
Passion Fruit Juice,Juices,2.93,13,0.0,38.09
San Pellegrino,Water,0.91,6,0.0,5.46
Coca-Cola,Soft Drinks,1.04,12,0.0,12.48
Pepsi,Soft Drinks,1.49,6,0.0,8.94
Selters,Water,1.62,72,0.15,99.14
Apollinaris,Water,0.73,8,0.05,5.55
Riesling,Alcoholic Beverages,8.22,93,0.1,688.01
Rauch Multivitamin,Juices,3.21,95,0.15,259.21
Passion Fruit Juice,Juices,3.34,86,0.05,272.88
Coca-Cola,Soft Drinks,1.21,6,0.0,7.26
Hohes C Orange,Juices,1.98,48,0.1,85.54
Mango Juice,Juices,2.49,32,0.1,71.71
Apollinaris,Water,0.99,1,0.0,0.99
Tomato Juice,Juices,3.23,3,0.0,9.69
San Pellegrino,Water,0.86,5,0.0,4.3
Vio Wasser,Water,1.71,13,0.0,22.23
Selters,Water,0.47,1,0.0,0.47
Club Mate,Soft Drinks,2.19,6,0.0,13.14
Club Mate,Soft Drinks,2.13,10,0.0,21.3
Volvic Touch,Water,1.46,3,0.0,4.38
Mango Juice,Juices,3.31,11,0.0,36.41
Mango Juice,Juices,2.66,1,0.05,2.53
Mango Juice,Juices,3.31,8,0.0,26.48
Red Bull,Soft Drinks,3.44,75,0.1,232.2
Sprite,Soft Drinks,0.56,41,0.1,20.66
Club Mate,Soft Drinks,2.19,2,0.0,4.38
Kölsch,Alcoholic Beverages,0.99,13,0.0,12.87
Mountain Dew,Soft Drinks,0.93,1,0.0,0.93
Bacardi,Alcoholic Beverages,13.84,5,0.0,69.2
Mango Juice,Juices,3.31,6,0.0,19.86
Tanqueray,Alcoholic Beverages,52.52,51,0.05,2544.59
San Pellegrino,Water,0.89,5,0.0,4.45
Fanta,Soft Drinks,1.19,3,0.0,3.57
Passion Fruit Juice,Juices,3.02,14,0.0,42.28
Fanta,Soft Drinks,1.23,3,0.0,3.69
Hohes C Orange,Juices,1.86,4,0.0,7.44
Fritz-Kola,Soft Drinks,2.05,12,0.0,24.6
Rotkäppchen Sekt,Alcoholic Beverages,4.04,85,0.05,326.23
Augustiner,Alcoholic Beverages,1.12,6,0.0,6.72
Apollinaris,Water,0.99,4,0.0,3.96
Apollinaris,Water,0.38,13,0.05,4.69
Jack Daniels,Alcoholic Beverages,48.79,10,0.0,487.9
Passion Fruit Juice,Juices,3.11,6,0.0,18.66
Merlot,Alcoholic Beverages,4.35,8,0.0,34.8
Apollinaris,Water,0.93,9,0.0,8.37
Sauvignon Blanc,Alcoholic Beverages,6.97,10,0.05,66.22
Moët & Chandon,Alcoholic Beverages,58.82,13,0.0,764.66
Granini Apple,Juices,1.59,2,0.0,3.18
Mango Juice,Juices,3.12,2,0.0,6.24
Fanta,Soft Drinks,1.23,2,0.0,2.46
Sauvignon Blanc,Alcoholic Beverages,10.54,79,0.1,749.39
Sprite,Soft Drinks,0.55,6,0.0,3.3
Jever,Alcoholic Beverages,2.26,78,0.1,158.65
Fritz-Kola,Soft Drinks,2.05,8,0.0,16.4
Selters,Water,0.37,74,0.1,24.64
Krombacher,Alcoholic Beverages,1.63,3,0.0,4.89
Monster,Soft Drinks,3.21,1,0.0,3.21
Monster,Soft Drinks,3.31,1,0.0,3.31
Rotkäppchen Sekt,Alcoholic Beverages,6.45,50,0.1,290.25
Tanqueray,Alcoholic Beverages,38.54,56,0.1,1942.42
San Pellegrino,Water,0.91,10,0.0,9.1
Monster,Soft Drinks,3.37,67,0.15,191.92
Johnnie Walker,Alcoholic Beverages,51.92,73,0.1,3411.14
Rockstar,Soft Drinks,2.57,72,0.15,157.28
Selters,Water,0.49,8,0.0,3.92
Selters,Water,0.49,1,0.0,0.49
Passion Fruit Juice,Juices,2.27,49,0.05,105.67
Passion Fruit Juice,Juices,2.93,3,0.0,8.79
Granini Apple,Juices,1.66,50,0.05,78.85
Vittel,Water,0.53,31,0.05,15.61
Vittel,Water,0.58,15,0.0,8.7
Passion Fruit Juice,Juices,3.11,14,0.0,43.54
Vio Wasser,Water,1.99,53,0.1,94.92
Volvic,Water,0.57,11,0.0,6.27
Gerolsteiner,Water,1.01,1,0.0,1.01
Volvic,Water,0.58,4,0.0,2.32
Hohes C Orange,Juices,1.75,4,0.0,7.0
Jack Daniels,Alcoholic Beverages,36.71,81,0.1,2676.16
Hohes C Orange,Juices,2.48,100,0.1,223.2
Vio Wasser,Water,1.91,77,0.1,132.36
Jack Daniels,Alcoholic Beverages,34.93,61,0.15,1811.12
Selters,Water,0.47,1,0.0,0.47
Krombacher,Alcoholic Beverages,1.76,58,0.1,91.87
Red Bull,Soft Drinks,2.28,1,0.0,2.28
Hohes C Orange,Juices,1.75,15,0.0,26.25
Coca-Cola,Soft Drinks,1.21,8,0.0,9.68
Vio Wasser,Water,2.03,38,0.05,73.28
Jack Daniels,Alcoholic Beverages,50.25,4,0.0,201.0
Vittel,Water,0.48,22,0.05,10.03
Coca-Cola,Soft Drinks,0.78,31,0.05,22.97
Jack Daniels,Alcoholic Beverages,28.99,51,0.1,1330.64
Tomato Juice,Juices,3.33,1,0.0,3.33
Veuve Clicquot,Alcoholic Beverages,69.63,48,0.05,3175.13
Cranberry Juice,Juices,3.67,2,0.0,7.34
Coca-Cola,Soft Drinks,0.66,19,0.05,11.91
Moët & Chandon,Alcoholic Beverages,60.58,7,0.0,424.06
Cranberry Juice,Juices,3.67,9,0.0,33.03
Merlot,Alcoholic Beverages,4.48,4,0.0,17.92
Club Mate,Soft Drinks,2.19,2,0.0,4.38
Fanta,Soft Drinks,1.19,9,0.0,10.71
Fanta,Soft Drinks,1.23,3,0.0,3.69
Vittel,Water,0.56,11,0.0,6.16
Vittel,Water,0.64,1,0.0,0.64
Gerolsteiner,Water,1.07,1,0.0,1.07
San Pellegrino,Water,0.81,69,0.15,47.51
Sprite,Soft Drinks,0.55,12,0.0,6.6
Rockstar,Soft Drinks,2.34,1,0.0,2.34
Granini Apple,Juices,2.26,27,0.05,57.97
Veuve Clicquot,Alcoholic Beverages,50.04,49,0.05,2329.36
Mezzo Mix,Soft Drinks,0.63,11,0.0,6.93
Gerolsteiner,Water,1.01,3,0.0,3.03
Club Mate,Soft Drinks,2.13,11,0.0,23.43
Selters,Water,0.74,18,0.1,11.99
Mezzo Mix,Soft Drinks,0.59,7,0.0,4.13
Coca-Cola,Soft Drinks,1.04,12,0.0,12.48
Mezzo Mix,Soft Drinks,0.67,9,0.05,5.73
Apollinaris,Water,0.96,15,0.0,14.4
Club Mate,Soft Drinks,2.19,14,0.0,30.66
Warsteiner,Alcoholic Beverages,1.46,88,0.1,115.63
Moët & Chandon,Alcoholic Beverages,58.82,6,0.0,352.92
Volvic,Water,0.57,11,0.0,6.27
Selters,Water,0.56,5,0.05,2.66
Erdinger Weißbier,Alcoholic Beverages,2.04,6,0.0,12.24
Bacardi,Alcoholic Beverages,14.26,7,0.0,99.82
Veuve Clicquot,Alcoholic Beverages,112.46,9,0.0,1012.14
Bacardi,Alcoholic Beverages,13.44,6,0.0,80.64
Passion Fruit Juice,Juices,3.02,9,0.0,27.18
Augustiner,Alcoholic Beverages,2.3,18,0.05,39.33
Fritz-Kola,Soft Drinks,2.05,8,0.0,16.4
Pepsi,Soft Drinks,1.53,9,0.0,13.77
Monster,Soft Drinks,3.19,22,0.05,66.67
Vio Wasser,Water,1.66,5,0.0,8.3
Vio Wasser,Water,1.66,14,0.0,23.24
Kölsch,Alcoholic Beverages,0.96,4,0.0,3.84
Augustiner,Alcoholic Beverages,1.12,4,0.0,4.48
Red Bull,Soft Drinks,2.22,11,0.0,24.42
Schwip Schwap,Soft Drinks,1.27,1,0.0,1.27
Hohes C Orange,Juices,1.86,7,0.0,13.02
Kölsch,Alcoholic Beverages,0.99,5,0.0,4.95
Pepsi,Soft Drinks,1.58,7,0.0,11.06
Mezzo Mix,Soft Drinks,1.02,88,0.1,80.78
Pepsi,Soft Drinks,1.74,9,0.0,15.66
Rockstar,Soft Drinks,2.2,5,0.05,10.45
Mezzo Mix,Soft Drinks,0.63,13,0.0,8.19
Schwip Schwap,Soft Drinks,1.2,9,0.0,10.8
Granini Apple,Juices,1.76,9,0.05,15.05
Granini Apple,Juices,1.59,12,0.0,19.08
Vittel,Water,0.56,9,0.0,5.04
Veuve Clicquot,Alcoholic Beverages,112.46,7,0.0,787.22
Kölsch,Alcoholic Beverages,0.96,12,0.0,11.52
Sprite,Soft Drinks,1.1,95,0.15,88.82
Tomato Juice,Juices,2.43,58,0.1,126.85
Evian,Water,1.01,44,0.05,42.22
Krombacher,Alcoholic Beverages,1.63,5,0.0,8.15
Granini Apple,Juices,1.59,43,0.1,61.53
Volvic Touch,Water,1.46,7,0.0,10.22
Rauch Multivitamin,Juices,2.45,3,0.0,7.35
Johnnie Walker,Alcoholic Beverages,59.47,89,0.15,4498.91
Mezzo Mix,Soft Drinks,0.63,15,0.0,9.45
Vio Wasser,Water,1.05,72,0.1,68.04
Evian,Water,1.25,85,0.1,95.62
Volvic,Water,0.55,15,0.0,8.25
Volvic,Water,0.57,10,0.0,5.7
Fritz-Kola,Soft Drinks,1.94,38,0.05,70.03
Rotkäppchen Sekt,Alcoholic Beverages,8.54,13,0.0,111.02
Gerolsteiner,Water,0.81,47,0.1,34.26
Hohes C Orange,Juices,1.75,9,0.0,15.75
Riesling,Alcoholic Beverages,4.07,11,0.0,44.77
Evian,Water,1.23,7,0.0,8.61
Tomato Juice,Juices,3.43,12,0.0,41.16
Evian,Water,0.71,95,0.15,57.33
Jack Daniels,Alcoholic Beverages,48.79,11,0.0,536.69
Mango Juice,Juices,3.31,9,0.0,29.79
Granini Apple,Juices,1.42,99,0.1,126.52
Vio Wasser,Water,1.61,7,0.0,11.27
Veuve Clicquot,Alcoholic Beverages,112.46,14,0.0,1574.44
Mango Juice,Juices,3.21,6,0.0,19.26
Volvic Touch,Water,1.42,10,0.0,14.2
Tomato Juice,Juices,3.33,1,0.0,3.33
Granini Apple,Juices,1.64,13,0.0,21.32
Schwip Schwap,Soft Drinks,1.24,7,0.0,8.68
San Pellegrino,Water,0.57,37,0.1,18.98
Hohes C Orange,Juices,1.8,4,0.0,7.2
Vittel,Water,0.59,14,0.0,8.26
Hohes C Orange,Juices,2.49,25,0.05,59.14
Mountain Dew,Soft Drinks,0.69,3,0.05,1.97
Gerolsteiner,Water,0.55,55,0.05,28.74
Bacardi,Alcoholic Beverages,35.92,73,0.05,2491.05
Jever,Alcoholic Beverages,1.94,14,0.0,27.16
Riesling,Alcoholic Beverages,7.84,71,0.1,500.98
Fanta,Soft Drinks,1.16,93,0.15,91.7
Chardonnay,Alcoholic Beverages,5.03,7,0.0,35.21
Mountain Dew,Soft Drinks,0.93,3,0.0,2.79
Schwip Schwap,Soft Drinks,1.2,2,0.0,2.4
Mango Juice,Juices,2.68,40,0.1,96.48
Monster,Soft Drinks,3.12,9,0.0,28.08
Rauch Multivitamin,Juices,2.45,7,0.0,17.15
Apollinaris,Water,0.57,24,0.05,13.0
Gerolsteiner,Water,1.04,14,0.0,14.56
Vittel,Water,0.59,10,0.0,5.9
Club Mate,Soft Drinks,2.31,89,0.1,185.03
Bacardi,Alcoholic Beverages,14.26,8,0.0,114.08
Schwip Schwap,Soft Drinks,1.2,2,0.0,2.4
Beck's,Alcoholic Beverages,1.41,1,0.0,1.41
Monster,Soft Drinks,3.17,46,0.05,138.53
Red Bull,Soft Drinks,2.28,14,0.0,31.92
San Pellegrino,Water,0.55,88,0.1,43.56
Volvic,Water,0.57,13,0.0,7.41
Rauch Multivitamin,Juices,2.45,11,0.0,26.95
Rockstar,Soft Drinks,2.27,11,0.0,24.97
Vio Wasser,Water,1.66,2,0.0,3.32
San Pellegrino,Water,0.92,47,0.05,41.08
Red Bull,Soft Drinks,2.35,15,0.0,35.25
